Year,stock_vehicles,inflow_vehicles,outflow_vehicles,stock_change_vehicles,stock_machinery,inflow_machinery,outflow_machinery,stock_change_machinery,stock_BC,inflow_BC,outflow_BC,stock_change_BC,stock_appliances,inflow_appliances,outflow_appliances,stock_change_appliances,total_inflow,total_outflow,total_stock_change,steel_needed_vehicles,steel_needed_machinery,steel_needed_BC,steel_needed_appliances,total_steel_needed
1936,508975003.7461389,32470155.877322167,18880741.805924963,13589414.071397185,207948157.7904569,13161129.371456157,3275465.797658715,9885663.573797435,2031547556.5959375,69960464.26180932,8595253.679384656,61365210.58242488,135785151.74186787,11552736.617229244,6540636.01565681,5012100.601572454,127144486.12781689,37292097.29862514,89852388.82919195,36764216.34660572,14901641.045579888,79212482.18049063,13080544.177116444,143958883.7497927
1937,522918522.44360083,33347858.884169497,19404340.186707497,13943518.697461963,218322997.4818711,13814451.542984197,3439611.85156999,10374839.691414207,2094750343.1217241,72076350.17339481,8873563.647608005,63202786.52578664,140985241.22017676,11992602.418673407,6792512.940364504,5200089.478308886,131231263.01922192,38510028.62625,92721234.3929717,37757992.39602525,15641362.707183193,81608186.33763,13578580.637084927,148586122.0779234
1938,537224337.4060216,34247708.84413511,19941893.881714415,14305814.962420762,229210786.47594035,14499737.196011208,3611948.201941966,10887788.994069248,2159841078.8034997,74251325.55041763,9160589.868642027,65090735.68177557,146380050.1587398,12448739.614348039,7053930.67578499,5394808.938563049,135447511.204912,39768362.6280834,95679148.57682863,38776844.25287037,16417274.904903995,84070794.32791851,14095040.32421653,153359953.8099094
1939,551900772.3979119,35170181.89227287,20493746.900382552,14676434.991890311,240636409.08628634,15218502.798806606,3792880.188460602,11425622.61034599,2226871224.5278263,76486722.46159326,9456576.737266518,67030145.72432661,151976525.1741087,12921713.230274541,7325238.214905642,5596475.015368909,139797120.38294727,41068442.04101532,98728678.34193182,39821311.019330695,17231094.654445887,86601814.38133295,14630562.98717679,158284783.04228634
1940,566956282.1149079,36115759.54387642,21060249.826880425,15055509.716995955,252625908.15640163,15972331.890933491,3982832.820818206,11989499.070115298,2295893333.313982,78783885.67517944,9761776.889024168,69022108.7861557,157781833.88381946,13412105.051866578,7606796.342155831,5805308.709710747,144284082.16185594,42411655.87887862,101872426.2829777,40891937.88935283,18084614.912741724,89202769.10686077,15185807.350392412,163365129.25934774
1941,582399450.7450138,37084928.251165904,21641759.62105987,15443168.630105972,265206534.01047453,16762877.541386176,4182251.6873132633,12580625.854072899,2366961053.3339243,81144171.48476048,10076451.46481768,71067720.01994228,163803369.82385695,13920513.889255224,7898977.949217724,6021535.940037489,148912491.1665678,43799440.72240853,105113050.44415864,41989275.646700524,18979707.361170944,91875194.16299874,15761451.414464701,168605628.5853349
1942,598238990.27232,38078178.983070046,22238639.455763996,15839539.5273062,278406794.95201117,17591864.844538853,4391603.903002205,13200260.941536635,2440129129.3805685,83568946.41686952,10400870.370225517,73168076.04664421,170048757.29785076,14447555.82837469,8202168.354380907,6245387.473993808,153686546.0728531,45233282.08337262,108453263.98948085,43113880.18916445,19918325.231588375,94620636.79446277,16358192.740460472,174011034.95567608
1943,614483738.5096017,39096006.835667446,22851258.598385625,16244748.23728168,292256509.3012053,18461093.44800132,4611379.098807259,13849714.34919411,2515453402.666511,86059585.81563671,10735312.529694073,75324273.28594255,176525856.1386692,14993864.46603435,8516765.625215871,6477098.840818435,158610550.56533983,46714715.85210283,111895834.71323678,44266312.08748579,20902506.168479756,97440654.22966114,16976748.7160715,179586221.20169818
1944,631142656.8458835,40138910.67598664,23479992.339704935,16658918.336281776,306786858.9537018,19372440.10542446,4842090.452927934,14530349.652496517,2592990808.8304296,88617472.29967944,11080066.135760827,77537406.1639185,183242766.3614407,15560091.126797376,8843180.904025918,6716910.222771496,163688914.20788792,48245329.83241962,115443584.37546828,45447136.182050094,21934375.119366463,100336811.93351386,17617856.801174566,185336180.03610498
1945,648224827.694746,41207392.81734299,24125221.96848051,17082170.84886253,322030444.4340668,20327861.246203475,5084275.765838557,15243585.480364978,2672799374.0233393,91243994.08636566,11435428.893455839,79808565.19290972,190207832.68530956,16146905.059107361,9181838.73523848,6965066.323868871,168926153.20901948,49826765.36301338,119099387.8460061,46656921.21528871,23016147.244342703,103310681.71010605,18282274.74989511,191266024.91963255
1946,665739451.6288768,42301958.72046309,24787334.786332343,17514623.934130788,338021341.40677667,21329395.552793123,5338498.580083165,15990896.972709894,2754938208.9420466,93940543.1787132,11801708.26000591,82138834.91870737,197429648.89941725,16754993.607749475,9533177.393641768,7221816.214107692,174326891.05971888,51460719.02006319,122866172.03965575,47896239.49327795,24150130.834231343,106363839.64981115,18970780.805875763,197380990.7831962
1947,683695844.1861012,43423116.711574286,25466724.154349767,17956392.557224393,354795158.5957838,22379166.535008058,5605349.34600087,16773817.189007163,2839467500.6721416,96708513.41004643,12179221.679951562,84529291.73009491,204917062.0467013,17385062.3594608,9897649.212176755,7487413.147284061,179895859.0160896,53148944.39247895,126746914.62361053,49165666.56654698,25338730.225326154,109497863.91536054,19684173.867143117,203686434.5743768
1948,702103432.3319141,44571377.706532344,26163789.560719553,18407588.14581287,372389097.0506269,23479385.089274276,5885446.634431206,17593938.454843044,2926448502.1981697,99549298.3417811,12568296.815753307,86981001.52602816,212679176.39711106,18037835.258271392,10275720.907861663,7762114.350409746,185637896.39585912,54893253.91876573,130744642.47709382,50465780.917722315,26584448.69709497,112714332.36161809,20423273.61670221,210187835.59313756
1949,720971750.5633229,45747254.92894985,26878936.69754104,18868318.231408834,390842010.6824635,24632352.02919553,6179438.397358928,18452913.631836653,3015943519.433849,102464289.00961822,12969271.773938254,89495017.23567915,220725357.17976037,18714054.687002312,10667873.90435298,8046180.782649308,191557950.6547659,56695520.7731912,134862429.88157395,51797163.64237981,27889891.33740436,116014819.9837163,21188920.6148124,216890795.57831287
1950,740310436.6386703,46951263.61018273,27612577.534835253,19338686.075347424,410194467.97725785,25840460.57215518,6488003.277360801,19352457.29479432,3108015895.620721,105454871.51367477,13382495.326802967,92072376.186872,229065234.0413752,19414481.51123511,11074604.6496203,8339876.861614823,197661077.2072478,58557680.788619325,139103396.41862857,53160398.10935545,29257767.85796556,119400896.18849045,21981976.34877164,223801038.5045831
1951,760129226.9179671,48183920.659763634,28365130.38046682,19818790.279296756,430488814.7754899,27106198.76484474,6811851.966612699,20294346.79823208,3202729992.9392323,108522424.44816928,13808327.129658189,94714097.31851149,237708704.19614166,20139895.081982248,11496424.927215789,8643470.15476647,203952438.9547599,60481734.40395349,143470704.5508068,54556069.587594695,30690895.340630367,122874121.88424964,22803323.235940047,230924410.04841477
1952,780437951.2982078,49445744.29635367,29137019.916113064,20308724.38024068,451769237.9880525,28432151.82866445,7151728.616101967,21280423.21256256,3300151171.1721635,111668316.16649477,14247137.933563367,97421178.23293114,246665935.22973678,20891093.193228398,11933862.159633258,8957231.033595115,210437305.4847413,62469748.62541165,147967556.8593295,55984764.82829899,32192200.892962467,126436046.38416527,23653864.57566621,238266876.68109295
1953,801246527.7281075,50737253.63125273,29928677.201353002,20808576.429899693,474081830.0963538,29821004.40386763,7508412.295566248,22312592.10830134,3400345763.256458,114893901.87776129,14699309.793467386,100194592.08429432,255947367.5179176,21668891.990439616,12387459.702258801,9281432.288180828,217121051.90332127,64523858.99264544,152597192.91067618,57447071.5933568,33764724.18916172,130088204.11884204,24534524.44569703,245834524.3470576
1954,822564956.2867265,52058968.19881322,30740539.64019421,21318428.558619022,497474654.26090086,31275542.66909045,7882718.504543372,23392824.164547026,3503381047.556035,118200520.57121466,15165236.271637466,103035284.29957724,265563716.2175745,22474125.82605679,12857777.126399897,9616348.699656904,224009157.2651751,66646271.54277495,157362885.7224002,58943578.12365627,35411619.86989408,133832111.15400212,25446247.538560677,253633556.68611318
1955,844403312.8105434,53411407.43052458,31573050.906707607,21838356.523816943,521997809.83666086,32798656.310525943,8275500.734765932,24523155.575760007,3609325216.685001,121589491.76518969,15645322.636223784,105944169.12896585,275525972.78562385,23307647.057880342,13345390.489831023,9962256.568049341,231107202.56412056,68839264.76752836,162267937.79659215,60474872.54361932,37136159.77188173,137669261.5094992,26389998.933288433,261670292.75828865
1956,866771742.0536762,54795090.07183938,32426660.8287066,22368429.24313283,547703498.0651792,34393340.31248238,8687652.083964042,25705688.228518367,3718247342.7080626,125062112.07784049,16139986.054778688,108922126.02306175,285845405.97852755,24170325.78611095,13850892.5932072,10319433.192903697,238420868.2482732,71105191.56065653,167315676.68761665,62041542.20090509,38941734.95525632,141601123.27654043,27366763.79767997,269951164.2303818
1957,889680450.3661823,56210533.542937525,33301825.23043152,22908708.31250608,574646087.6826249,36062696.53839684,9120106.920951158,26942589.617445707,3830217338.5426903,128619651.61714311,16649655.782515379,111969995.83462763,296533562.28260666,25063049.524649195,14374893.22057008,10688156.304079115,245955931.22312668,73446481.15446813,172509450.06865853,63644172.9426376,40831857.493655846,145629134.5302798,28377547.0161336,278482711.98270684
1958,913139697.8756536,57658253.24632447,34199005.73685307,23459247.509471297,602882180.1494997,37809935.06852729,9573842.601652559,28236092.46687472,3945305915.3860474,132263350.18842195,17174773.345064573,115088576.84335709,307602265.72266173,25986722.80206569,14918019.362010613,11068703.440055072,253718261.30533943,75865641.0455808,177852620.25975817,65283348.331436224,42810161.988821656,149754699.03580385,29423372.737846117,287271582.09390783
1959,937159790.1576968,59138761.82546348,35118669.54342029,24020092.28204322,632470674.1716025,39638375.25759842,10049881.235495536,29588494.022102833,4063584535.988657,135994413.3180663,17715792.715457033,118278620.60260963,319063616.9937457,26942266.68744615,15480915.416362204,11461351.271083951,261713817.08857435,78365258.91073507,183348558.17783964,66959648.80600485,44880406.76811416,153979181.74599898,30505283.839952618,296324521.1600706
1960,961751069.3813554,60652568.37945789,36061289.15579935,24591279.22365856,663472829.1428274,41551446.47253183,10549291.501306938,31002154.971224904,4185125363.5965815,139814008.09295988,18273180.485035572,121540827.60792446,330929991.85828066,27930618.236125488,16064243.371590571,11866374.864534974,269948641.1810751,80948004.51373243,189000636.6673429,68673650.79195866,47046474.71980506,158303904.09076074,31624341.299960922,305648370.9024854
1961,986923904.9160613,62200177.63909793,37027342.104392074,25172835.534705877,695952327.0984473,43552688.46717597,11073190.51155614,32479497.95561993,4310001206.384339,143723258.81572872,18847416.027970627,124875842.78775787,343214038.7480677,28952729.850115914,16668682.960328802,12284046.889787018,278428854.7721185,83616631.60424764,194812223.1678707,70425925.76890618,49312373.717364095,162730139.05766386,32781623.471598636,315250062.01553273
1962,1012688683.3873692,63782089.10953121,38017310.63822335,25764778.471307874,729975332.7225609,45645751.34754706,11622745.723433517,34023005.62411356,4438285457.202233,147723242.4769263,19438991.65903214,128284250.81789398,355928675.50815296,30009568.547873005,17294931.78778773,12714636.760085285,287160651.48187757,86373979.80847675,200786671.6734007,72217039.29974096,51682236.58010311,167259106.0653604,33978225.25800838,325136607.20321286
1963,1039055798.1694587,65398796.18430067,39031681.40221104,26367114.78208959,765610550.9053481,47834395.07765223,12199176.89486492,35635218.18278718,4570052028.464024,151814984.0460314,20048412.78424094,131766571.26179028,369087085.21699697,31102115.137904156,17943705.429060165,13158409.708844006,296150290.44588846,89222976.51037705,206927313.93551105,74047550.02751434,54160320.513646096,171891965.63182902,35215257.17606902,335315093.3490585
1964,1066035638.3032492,67050785.23476076,40070945.1009702,26979840.133790493,802929281.2946234,50122488.472398765,12803758.08312353,37318730.38927531,4705375282.004307,155999451.5842833,20676198.04400046,135323253.5402832,382702711.01497257,32231363.29061241,18615737.49263685,13615625.7979756,305404088.5820552,92166638.72073103,213237449.8613246,75918008.6444302,56751005.9696544,176629813.84090048,36493844.30549412,345792672.7604792
1965,1093638576.8299446,68738534.67794989,41135596.15125455,27602938.52669537,842005469.2319138,52514007.62050089,13437819.683210518,39076187.93729043,4844329953.739359,160277551.18333754,21322879.44828487,138954671.7350521,396789249.8709376,33398318.502730824,19311779.646765783,14086538.855965018,314928411.9845192,95208074.92951572,219720337.05500293,77828956.83644688,59458794.86016858,181473676.61156878,37815125.1163166,356576553.4245009
1966,1121874958.5309,70462514.02495812,42226132.32400265,28236381.70095539,882915752.4059591,55013033.676675506,14102750.502630137,40910283.174045324,4986991072.970961,164650121.73502976,21989002.5034284,142661119.23160172,411360645.214503,34603996.94867829,20032601.605112903,14571395.343565404,324729666.3853417,98350486.93517411,226379179.45016783,79780926.20579498,62288308.05783006,186424503.77607536,39180250.16834046,367673988.20804083
1967,1150755087.065923,72223182.91085282,43343054.37582996,28880128.535022974,925739502.4962126,57623749.95883101,14799999.868577529,42823750.09025347,5133433876.1796055,169117929.53868574,22675126.330040943,146442803.20864487,426431078.35969967,35849424.21321882,20778991.06802211,15070433.145196676,334814286.62158835,101597171.64247054,233217114.979118,81774437.17261416,65244282.10918366,191483162.9740554,40590380.67619885,379092262.9320521
1968,1180289211.5034542,74020990.10630894,44486865.66877761,29534124.437531233,970558861.0157738,60350438.28244733,15531079.762886077,44819358.51956117,5283733715.16197,173681662.7539035,23381823.77153924,150299838.98236465,442014958.64408517,37135633.89990709,21551753.615521643,15583880.284385502,345188725.0425669,104951522.81872457,240237202.22384256,83809997.85587515,68331565.08429272,196650433.37172046,42046686.93377162,390838683.24565995
1969,1210487512.2375405,75856372.51034442,45658071.77625814,30198300.734086275,1017458768.4973836,63197474.4609502,16297566.979340425,46899907.48160982,5437965959.377225,178341925.708012,24109681.49275713,154232244.21525478,458126912.2059352,38463666.1099284,22351712.548078366,16111953.561850011,355859438.789235,108417032.79643407,247442405.9928009,85888102.93290809,71555111.48205413,201926999.21649912,43550346.59185734,402920560.2233187
1970,1241360086.288136,77729754.12307361,46857180.07247815,30872574.050595522,1066526986.0979925,66169322.897757605,17101105.297148667,49068217.600608945,5596205892.378327,183099233.06916735,24859300.06806444,158239933.00110245,474781769.32113445,39834565.786160246,23179708.670960903,16654857.115199268,366832875.87615883,111997294.10865216,254835581.76750618,88009232.47630617,74919976.1070625,207313443.23954636,45102542.78324303,415345194.606158
1971,1272916931.9829924,79641544.99705005,48084699.30219373,31556845.694856405,1117854108.6272686,69270530.19275005,17943407.663474035,51327122.52927601,5758528602.217349,187954003.89741102,25631294.058389984,162322709.83902168,491994550.2207205,41249380.91751808,24036600.017932072,17212780.89958608,378115460.0047292,115696001.04198982,262419458.96274018,90173850.76658747,78431306.83055939,212810239.9200759,46704462.08958116,428119859.6068039
1972,1305167933.0213175,81592140.16579705,49341139.12747202,32251001.03832507,1171533567.9337642,72505717.68345296,18826258.376957264,53679459.30649567,5925008865.72883,192906555.58798847,26426292.07650727,166480263.51148129,509780449.30982554,42709160.598956086,24923261.50985107,17785899.08910501,389713574.03619456,119516951.09078762,270196622.94540703,92382405.07902746,82094336.14521396,218417748.62770432,48357292.344832525,441251782.1967783
1973,1338122841.9214032,83581918.54826666,50627009.64818066,32954908.900085688,1227661625.5098636,75879572.83920102,19751515.263101824,56128057.576099396,6095721026.611676,197957097.72274724,27244936.839900598,170712160.88284588,528154817.7090636,44214952.94286538,25840584.543627292,18374368.39923805,401633542.0530803,123464046.29481037,278169495.758269,94635324.44323671,85914371.4211968,224136206.66071925,50062220.27045446,454748122.79560727
1974,1371791262.8566287,85611241.8284021,51942820.8931767,33668420.93522549,1286337353.1037333,79396839.42512082,20721111.831251133,58675727.593869686,6270738867.248718,203105725.84753552,28087885.21049332,175017840.63704205,547133144.0402629,45767802.838029586,26789476.50683027,18978326.331199348,413881609.93908805,127541294.44175142,286340315.49733657,96933018.37454948,89896783.76938498,229965722.20056105,51820428.937986396,468615953.2824819
1975,1406182633.8865635,87680453.30951709,53289082.279582284,34391371.02993488,1347662600.0542026,83062306.3521195,21737059.40165,61325246.950469255,6450135474.223469,208352415.19521406,28955808.22046355,179396606.97475052,566731033.3799452,47368749.55281295,27770860.213130668,19597889.33968222,426463924.40966356,131752810.11482652,294711114.2948369,99275875.57689887,94046995.41680197,235906267.20472607,53633095.05526829,482862233.25369525
1976,1441306208.59241,89789876.74391109,54666302.03806446,35123574.70584655,1411741945.9936838,86880795.12923464,22801449.189753436,64079345.93948126,6633983097.516251,213697014.37612343,29849391.083342403,183847623.29278183,586964184.3061342,49018824.179815285,28785673.253626227,20233150.926189065,439386510.4290844,136102815.56478652,303283694.8642987,101664262.61765295,98370465.49958633,241957670.26282093,55501386.073160425,497493784.4532206
1977,1477171037.1286356,91939815.13886394,56074986.60263848,35864828.53622556,1478682637.4961052,90857145.83594161,23916454.333520107,66940691.50242138,6822353003.386299,219139239.0595693,30769333.189520415,188369905.87004852,607848363.9670376,50719046.91990438,29834867.259001076,20884179.660903335,452655246.9542792,140595641.3846801,312059605.5695988,104098522.57570645,102872674.18018752,248119609.44244713,57426457.110398985,512517263.30874014
1978,1513785946.7054513,94130549.54095046,57515639.96413477,36614909.576815605,1548594507.1826127,94996201.53441247,25084331.84790504,69911869.68650746,7015315320.973373,224678665.67232805,31716348.08525336,192962317.58707428,629399381.1039383,52470424.204283655,30919407.067382965,21551017.136900783,466275840.95197463,145235726.96467614,321040113.98729813,106578973.66502543,107559104.99820253,254391605.15435696,59409447.69506755,527939131.51265246
1979,1551159521.5197158,96362337.80133249,58988762.987068005,37373574.814264536,1621589873.739042,99302791.04557435,26307424.489145033,72995366.55642939,7212938882.681092,230314725.14191082,32691163.43419163,197623561.70771885,651633056.9653279,54273945.654092155,32040269.79270259,22233675.861389518,480253799.6429098,150027620.70310727,330226178.9398023,109105907.83665363,112435225.36863038,260773013.06828672,61451478.32211521,543765624.595686
1980,1589300082.1549091,98635413.32538275,60494852.69018961,38140560.63519335,1697783421.2474518,103781710.01811956,27588162.509710133,76193547.50840974,7415291058.435363,236046696.71467766,33694520.960408024,202352175.75427055,674565194.054998,56130580.87800382,33198443.788333625,22932137.08967018,494594400.9361838,154975979.9486414,339618420.9875438,111679589.36297867,117506465.14732741,267263017.113539,63553646.82744998,560002718.4512951
1981,1628215664.4740326,100949983.81058227,62034401.491458684,38915582.31912351,1777292056.1912997,108437700.22683024,28929065.282982256,79508634.9438479,7622437583.94441,241873701.8808824,34727176.371835485,207146525.5090475,698211542.6635311,58041276.1093323,34394927.50079914,23646348.608533025,509302662.0276272,160085570.64707556,349217091.38055193,114300253.40872087,122778193.19161034,273860622.6006368,65717024.58031284,576656093.7812808
1982,1667913998.0326204,103306229.97711122,63607896.41852343,39698333.55858779,1860234740.4621446,113275427.0456531,30332742.77480806,82942684.27084494,7834442383.122228,247794698.4407883,35789899.26297,212004799.17781734,722587765.1404675,60006950.68531734,35630728.208381,24376222.47693646,524383306.14886993,165361266.6646825,359022039.48418653,116968104.59364948,128255691.8542268,280564649.50270414,67942652.49696256,593731098.447543
1983,1708402484.0424984,105704304.29592769,65215818.28604955,40488486.00987792,1946732298.6773438,118299455.05227712,31801896.83707781,86497558.21519923,8051367384.874703,253808474.74810597,36883472.995630845,216925001.75247574,747709397.87346,62028493.372555085,36906860.63956258,25121632.73299253,539840727.4688659,170808048.7583208,369032678.7105454,119683315.55245435,133944129.3617268,287373725.93762,70231536.88015749,611232707.7319586
1984,1749688172.920487,108144329.71936275,66858640.84137432,41285688.87798858,2036907198.1156137,123514221.73466678,33339322.29639689,90174899.43826985,8273272334.487057,259913644.16886333,38008694.556509726,221904949.61235332,773591810.9509702,64106758.54389011,38224345.46638,25882413.07751012,555678954.166783,176431003.16066095,379247951.0061219,122446025.49746689,139848530.04378033,294286281.89409345,72584645.0904553,629165482.5257959
1985,1791777741.4598982,110626398.41942292,68536829.88001148,42089568.53941131,2130883299.5930822,128924009.28622791,34947907.808759555,93976101.47746849,8500214599.89264,266108639.79576108,39166374.3901768,226942265.40558338,800250165.4966156,66242562.21359773,39584207.66795219,26658354.545645475,571901609.7150097,182235319.74690002,389666289.96810865,125256338.79010747,145973742.39835587,301300543.2470121,75002901.05706264,647533525.492538
1986,1834677469.6664197,113150570.53902318,70250842.3325019,42899728.20652151,2228785577.6395326,134532914.4953581,36630636.448907964,97902278.04645038,8732248973.14626,272391709.4597719,40357336.20615296,232034373.2536192,827699368.6761644,68436677.93926248,40987474.7597138,27449203.17954874,588511872.4334157,188226289.74727663,400285582.6861398,128114323.52697371,152324404.9992732,308414526.1093432,77487180.6377519,666340435.273342
1987,1878393217.303788,115716872.96138471,72001125.32401638,43715747.6373682,2330739808.395812,140344816.75706568,38390586.0007859,101954230.75627947,8969427467.47009,278760911.08242387,41582416.75859213,237178494.32383156,855954026.3924063,70689832.60042882,42435174.884186774,28254657.716241956,605512433.401303,194409302.96758118,411103130.4337212,131020010.14649537,158904910.27747473,315626031.5697734,80038306.83925365,685589258.8329971
1988,1922930400.198501,118325298.10271537,73788115.20800205,44537182.89471316,2436872223.7419415,146363344.25931138,40230928.91318191,106132415.34612942,9211799110.286509,285214108.4134805,42842465.597064115,242371642.8164177,885028393.6987877,73002702.0658841,43928334.75950286,29074367.306381345,622905452.8413913,200789844.47775093,422115608.3636416,133973390.06195128,165719366.23563334,322932640.86671257,82657044.91155356,705282442.0758507
1989,1968293966.3567247,120975802.73325409,75612236.5750309,45363566.15822363,2547309130.284572,152591838.42495826,42154931.88232774,110436906.54263067,9459409732.699875,291748967.2002297,44138344.78686229,247610622.41336632,914936322.9797142,75375906.76325925,45467977.48233278,29907929.280926466,640692515.1217014,207373490.72655368,433319024.3951471,136974414.3266011,172771556.1876792,330331711.05098474,85344097.33158882,725421778.8968539
1990,2014488371.9504342,123668306.8316099,77473901.23790029,46194405.59370947,2662176491.9850903,159033316.72141233,44165955.02089449,114867361.70051813,9712301755.937914,298362951.8352555,45470928.597216345,252892023.23803902,945691209.9638606,77810007.16654034,47055120.182393774,30754886.984146476,658874582.5548182,214165905.03840488,444708677.5164131,140022992.33651483,180064896.65014982,337820371.19028026,88100098.69399948,746008358.8709445
1991,2061517557.2337275,126402692.47724059,79373507.1939471,47029185.28329325,2781599475.3991504,165690433.98459867,46267450.57053857,119422983.41406012,9970513975.312836,305053322.5306465,46841103.15572549,258212219.3749218,977305937.6566083,80305499.21904533,48690771.52629765,31614727.692747712,677451948.211531,221172832.44650882,456279115.7650229,143118990.57658583,187602393.55140248,345395519.1696632,90925610.52881038,767042513.8264619
1992,2109384922.4540997,129178802.7858799,81311437.56550772,47867365.2203722,2905701956.7275896,172565442.4413632,48462961.1129236,124102481.32843924,10234081342.312283,311817133.06673783,48249766.06729107,263567366.99944687,1009792818.298827,82862809.71139216,50375929.069173455,32486880.64221871,696424188.005373,228400093.81489587,468024094.190477,146262231.41517198,195386596.96712318,353053819.14259267,93821116.06815237,788523763.5930402
1993,2158093303.8272486,131996440.89261964,83288059.51947077,48708381.37314892,3034605990.15034,179660150.65477318,50756117.23202296,128904033.42275047,10503034745.48026,318651229.1637539,49697825.99577473,268953403.1679783,1043163533.4815649,85482291.63599029,52111576.453252435,33370715.182737827,715790112.3471371,235853579.20052087,479936533.1466155,149452491.95269433,203419554.6362921,360791699.6872214,96787014.98640205,810450761.2626098
1994,2207644949.647692,134855368.98739997,85303723.16695625,49551645.82044363,3168431237.2315,186975881.65968156,53150634.578521244,133825247.08116007,10777400790.798063,325552247.52437603,51186202.20657496,274366045.3178024,1077429072.5696993,88164219.54158214,53898680.45344781,34265539.08813441,735547717.7130396,243539240.4055003,492008477.30754054,152689502.92957425,211702764.56032786,368605352.72234607,99823618.14037833,832821238.3526266
1995,2258041496.611038,137755307.4076405,87358760.44429445,50396546.963346004,3307294357.5470915,194513430.60093775,55650310.28534594,138863120.31559134,11057201582.324486,332516615.59470385,52715824.068280876,279800791.5264225,1112599669.6121223,90908784.9133141,55738187.87089088,35170597.04242301,755694138.5165962,251463082.66881216,504231055.84778285,155972947.6988683,220237127.03910524,376490733.2367571,102931142.33844441,855631950.3131752
1996,2309283946.427195,140695933.7928364,89453483.97667992,51242449.816156864,3451308361.098568,202273022.23328072,58259018.68180516,144014003.55147648,11342454503.902721,339540552.08976513,54287630.511528954,285252921.5782356,1148684738.9414306,93716091.60572155,57631022.276413396,36085069.32930827,776225599.7216038,259631155.4464274,516594444.27517724,159302461.26906297,229022896.55036312,384443559.8842449,106109705.16952169,878878622.8731927
1997,2361372642.807036,143676882.30596256,91588185.92612149,52088696.37984085,3600581923.535507,210254268.68949637,60980706.252556615,149273562.43693924,11633172002.788057,346620068.328521,55902569.4431841,290717498.8853359,1185692809.6921837,96586151.35783583,59578080.60708271,37008070.750753164,797137370.6818159,268049542.2289449,529087828.4528692,162677629.42251197,238059633.93285367,392459316.49515516,109359319.92508586,902555899.7756068
1998,2414307248.908064,146697742.92662665,93763136.8255986,52934606.101027966,3755218665.7197123,218456127.97094974,63819385.786744416,154636742.18420506,11929361376.095057,353750970.42093295,57561597.113936566,296189373.3069992,1223631459.49338,99518879.42130336,61580229.62010721,37938649.80119634,818423720.7398127,276724349.3463868,541699371.3934286,166097987.9151117,247346159.3873978,400533254.55268675,112679890.64912066,926657292.5043169
1999,2468086725.3274045,149758060.82098606,95978584.40164489,53779476.41934061,3915316399.7189894,226876863.66145664,66779129.66218,160097733.9992771,12231024561.005081,360928862.3474395,59265677.43741336,301663184.91002464,1262507247.6176248,102514090.33398217,63638302.209737204,38875788.12424469,840077877.1638644,285661693.71097547,554416183.452887,169563021.76289183,256880506.86306232,408660396.679619,116071207.35278778,951175132.658361
2000,2522709308.732935,152857335.7934344,98234752.38790497,54622583.40553045,4080966343.9194636,235514006.40997064,69864062.20949629,165649944.20047426,12538157929.714046,368149149.96788067,61015781.25891584,307133368.7089653,1302325647.8962736,105571493.87282307,65753093.594174385,39818400.27864885,862091986.0441087,294867689.4504915,567224296.5936189,173072164.62118933,266659880.44607183,416835541.1774011,119532941.43209134,976100527.6767536
2001,2578172491.225529,155995021.82513648,100531839.33254178,55463182.49259424,4252252310.5866423,244364317.76901087,73078351.10183237,171285966.66717863,12850752090.1357,375407045.99354047,62812885.571885966,312594160.42165375,1343090981.736297,108690691.22100887,67925357.38098544,40765333.84002328,884457076.8086966,304348433.38724554,580108643.4214499,176624798.26215634,276680613.41599965,425053267.6557297,123064641.32813504,1001423320.6620207
2002,2634473000.5272284,159170526.70438233,102870017.40268363,56300509.30169916,4429249869.882026,253423757.01230443,76426197.71692038,176997559.29538345,13168791693.407072,382697575.9516357,64657972.680264845,318039603.27137184,1384806351.6004245,111871171.38519612,70155801.52106875,41715369.864127636,907163031.0535185,314109989.3209376,593053041.7325821,180220252.15623,286938130.6751635,433307943.7858194,126665728.4705572,1027132055.0877701
2003,2691606781.091547,162383211.7537213,105249431.18940261,57133780.56431866,4612025495.046968,262687451.5854406,79911826.4204989,182775625.16494274,13492255249.269232,390015585.16706944,66552029.304908626,323463555.8621597,1427473575.336911,115112307.89933772,72445084.16285121,42667223.736486435,930198556.4055691,324158371.07766134,606040185.3279076,183857803.16318083,297426915.2914862,441593733.2054681,130335493.5454458,1053213945.205581
2004,2749568976.233134,165632391.6585728,107670196.5169855,57962195.14158678,4800635694.189799,272149671.86573035,83539472.72289911,188610199.14283085,13821114950.417738,397355746.78081715,68496045.6323117,328859701.14850616,1471093121.7686276,118413355.85179491,74793809.42007801,43619546.43171668,953551166.1569152,334499524.29227436,619051641.8646405,187536675.33805797,308140479.92043746,449904604.5978455,134073093.12929678,1079654852.9856377
2005,2808353911.3745813,168917334.40194598,110132399.26049878,58784935.141447544,4995126134.845499,281803810.92019665,87313370.26449727,194490440.65569973,14155336506.932604,404712570.8187764,70491014.30390999,334221556.5148659,1515664047.9727452,121773449.27241339,77202523.06829602,44570926.20411754,977207165.4133323,345139306.897202,632067858.5161307,191256039.85727578,319071343.88609225,458234341.95966536,137877546.7305405,1106439272.433574
